0,163,0
0,173,1
0,59,0
0,131,3
0,96,2
0,84,2
0,131,3
0,120,0
0,151,0
0,55,2
0,150,3
0,195,0
0,199,3
0,67,1
0,109,3
0,100,2
0,57,1
0,1,1
0,14,3
0,120,2
0,103,1
0,164,0
0,93,3
0,83,2
0,96,1
0,74,3
0,164,0
0,31,0
0,146,3
0,72,2
0,189,2
0,72,1
0,74,3
0,86,0
0,122,0
0,144,3
0,116,2
0,72,0
0,179,0
0,50,2
0,18,3
0,92,3
0,29,0
0,1,3
0,63,3
0,140,3
0,130,2
0,173,1
0,66,3
0,56,2
0,49,3
0,8,3
0,164,0
0,34,0
0,10,3
0,123,3
0,116,3
0,198,1
0,119,1
0,53,0
0,172,3
0,21,1
0,182,2
0,50,0
0,59,1
0,117,3
0,123,3
0,143,2
0,104,3
0,189,2
0,40,2
0,74,3
0,96,2
0,62,2
0,101,2
0,25,1
0,21,2
0,128,0
0,72,0
0,42,1
0,132,3
0,78,2
0,98,2
0,121,2
0,31,1
0,166,0
0,22,1
0,141,2
0,178,2
0,197,2
0,16,2
0,4,1
0,11,2
0,40,0
0,189,2
0,91,3
0,40,1
0,164,0
0,194,2
0,152,3
0,97,2
0,153,0
0,170,1
0,118,0
0,158,3
0,188,2
0,78,2
0,121,3
0,99,1
0,147,3
0,75,1
0,146,3
0,76,3
0,167,0
0,133,2
0,177,2
0,90,1
0,126,3
0,29,1
0,180,1
1,186,0
1,192,2
1,178,0
1,177,0
1,142,3
1,81,1
1,134,2
1,160,1
1,1,1
1,141,0
1,123,2
1,95,3
1,154,0
1,94,3
1,21,1
1,12,0
1,150,1
1,177,0
1,84,2
1,183,1
1,164,0
1,61,0
1,183,0
1,197,0
1,106,0
1,155,0
1,44,3
1,70,0
1,163,1
1,192,3
1,100,2
1,178,1
1,23,1
1,106,0
1,20,0
1,6,0
1,146,1
1,119,0
1,28,3
1,35,3
1,185,0
1,3,0
1,13,3
1,70,0
1,129,1
1,39,0
1,52,0
1,169,1
1,126,3
1,105,0
1,143,1
1,174,0
1,89,1
1,132,0
1,189,2
1,136,0
1,119,0
1,129,1
1,191,1
1,111,0
1,105,1
1,54,0
1,112,0
1,187,0
1,127,0
1,128,0
1,111,1
1,148,0
1,34,1
1,190,1
1,139,2
1,28,3
1,125,0
1,69,3
1,142,2
1,27,2
1,34,0
1,189,0
1,66,1
1,161,0
1,133,0
1,62,1
1,58,0
1,90,1
1,24,2
1,31,0
1,108,0
1,186,0
1,36,0
1,146,2
1,187,0
1,182,3
1,108,0
1,72,1
1,136,1
1,179,1
1,92,2
1,15,3
1,94,1
1,158,0
1,1,1
1,48,1
1,57,1
1,41,1
1,73,0
1,8,1
1,15,1
1,183,0
1,9,0
1,17,1
1,50,0
1,142,3
1,33,3
1,2,0
1,13,3
1,77,2
1,75,0
1,107,1
1,3,0
1,128,0
1,131,1
1,2,0
1,186,0
1,79,3
1,14,3
1,77,1
1,178,0
1,55,1
1,5,0
1,12,0
1,62,0
1,74,3
1,155,1
1,108,0
1,89,1
1,174,0
1,193,3
1,11,0
1,98,1
1,157,1
1,95,2
1,96,0
1,17,0
1,140,0
1,152,1
1,44,3
1,166,1
1,141,0
1,17,1
1,191,0
1,8,0
1,103,1
1,65,0
1,20,0
1,147,1
1,150,0
1,180,0
1,83,0
1,135,0
1,156,0
1,4,0
1,7,0
1,171,1
1,168,0
1,163,1
1,54,0
1,19,3
2,103,2
2,93,1
2,198,2
2,169,2
2,167,0
2,0,3
2,197,2
2,42,2
2,176,1
2,168,1
2,132,1
2,48,1
2,15,1
2,8,1
2,84,2
2,12,2
2,124,0
2,2,2
2,147,3
2,53,2
2,69,2
2,191,2
2,7,1
2,154,1
2,169,1
2,63,3
2,84,2
2,163,1
2,148,0
2,77,2
2,10,2
2,125,3
2,122,0
2,100,3
2,44,3
2,9,1
2,171,2
2,56,3
2,188,1
2,194,0
2,132,2
2,180,2
2,162,0
2,179,0
2,177,0
2,98,0
2,152,2
2,198,2
2,60,3
2,153,1
2,114,1
2,133,0
2,5,0
2,100,2
2,54,1
2,194,0
2,83,2
2,57,3
2,5,1
2,98,2
2,111,1
2,62,2
2,70,0
2,154,0
2,118,0
2,45,1
2,63,3
2,171,2
2,81,1
2,99,2
2,115,3
2,130,3
2,171,1
2,39,1
2,197,2
2,114,1
2,122,1
2,110,3
2,92,1
2,142,3
2,106,0
2,124,0
2,89,2
2,79,3
2,54,0
